2020-08-18,10725.659
2020-08-19,11344.757
2020-08-20,10857.007
2020-08-21,10814.723
2020-08-22,10893.752
2020-08-23,10918.355
2020-08-24,10804.54
2020-08-25,10471.894
2020-08-26,10791.455
2020-08-27,11016.949
2020-08-28,10694.297
2020-08-29,10808.212
2020-08-30,10947.099
2020-08-31,11200.331
2020-09-01,11585.855
2020-09-02,11234.763
2020-09-03,11177.87
2020-09-04,11035.441
2020-09-05,9887.226
2020-09-06,9759.877
2020-09-07,10016.401
2020-09-08,9858.463
2020-09-09,10022.074
2020-09-10,9907.427
2020-09-11,9896.745
2020-09-12,9895.727
2020-09-13,9904.002
2020-09-14,10215.594
2020-09-15,10301.111
2020-09-16,10028.886
2020-09-17,10534.131
2020-09-18,10380.928
2020-09-19,10342.643
2020-09-20,10530.316
2020-09-21,10689.446
2020-09-22,10519.588
2020-09-23,10255.217
2020-09-24,10047.154
2020-09-25,9963.988
2020-09-26,10186.385
2020-09-27,10682.84
2020-09-28,10630.55
2020-09-29,10423.683
2020-09-30,10367.837
2020-10-01,11175.875
2020-10-02,10361.746
2020-10-03,10605.806
2020-10-04,10235.712
2020-10-05,10373.473
2020-10-06,10778.013
2020-10-07,10739.601
2020-10-08,10713.486
2020-10-09,10755.627
2020-10-10,11048.516
2020-10-11,11186.724
2020-10-12,11447.967
2020-10-13,11315.167
2020-10-14,11458.26
2020-10-15,11202.928
2020-10-16,11384.021
2020-10-17,11117.997
2020-10-18,11099.696
2020-10-19,11062.866
2020-10-20,11192.986
2020-10-21,11514.705
2020-10-22,12431.473
2020-10-23,12103.139
2020-10-24,12211.765
2020-10-25,12096.792
2020-10-26,12131.054
2020-10-27,11748.326
2020-10-28,12519.001
2020-10-29,12878.369
2020-10-30,12767.545
2020-10-31,12949.81
2020-11-01,13466.198
2020-11-02,13581.146
2020-11-03,13434.192
2020-11-04,13304.943
2020-11-05,13517.613
2020-11-06,14297.142
2020-11-07,14630.171
2020-11-08,14960.876
2020-11-09,15074.604
2020-11-10,14740.175
2020-11-11,14294.544
2020-11-12,13918.71
2020-11-13,14173.547
2020-11-14,13808.824
2020-11-15,13868.002
2020-11-16,14017.064
2020-11-17,13680.135
2020-11-18,14663.318
2020-11-19,14636.49
2020-11-20,15000.942
2020-11-21,16521.9
2020-11-22,16599.055
2020-11-23,15483.666
2020-11-24,15225.98
2020-11-25,15197.82
2020-11-26,15190.143
2020-11-27,14324.632
2020-11-28,14637.911
2020-11-29,15175.429
2020-11-30,15549.387
2020-12-01,15584.097
2020-12-02,15843.964
2020-12-03,16547.992
2020-12-04,15681.487
2020-12-05,15613.078
2020-12-06,15096.677
2020-12-07,14890.182
2020-12-08,14970.81
2020-12-09,15236.817
2020-12-10,15352.087
2020-12-11,14957.354
2020-12-12,15085.909
2020-12-13,15226.421
2020-12-14,15161.637
2020-12-15,15252.718
2020-12-16,15096.535
2020-12-17,15294.489
2020-12-18,16174.331
2020-12-19,16257.418
2020-12-20,17159.607
2020-12-21,17352.174
2020-12-22,16847.201
2020-12-23,16227.219
2020-12-24,14911.299
2020-12-25,15123.874
2020-12-26,15430.112
2020-12-27,14715.061
2020-12-28,16849.916
2020-12-29,17374.69
2020-12-30,17203.76
2020-12-31,17172.658
2021-01-01,17064.725
2021-01-02,18068.371
2021-01-03,16911.65
2021-01-04,16957.365
2021-01-05,16463.436
2021-01-06,17164.184
2021-01-07,16544.582
2021-01-08,16551.191
2021-01-09,16499.057
2021-01-10,16638.355
2021-01-11,17521.963
2021-01-12,15285.97
2021-01-13,15629.8545
2021-01-14,16030.671
2021-01-15,16362.85
2021-01-16,16321.27
2021-01-17,16503.11
2021-01-18,17258.822
2021-01-19,17416.58
2021-01-20,17275.436
2021-01-21,17393.312
2021-01-22,16378.325
2021-01-23,16416.84
2021-01-24,17205.611
2021-01-25,17274.139
2021-01-26,17344.176
2021-01-27,16666.703
2021-01-28,14425.505
2021-01-29,15251.171
2021-01-30,14812.947
2021-01-31,15921.635
2021-02-01,16904.775
2021-02-02,17091.703
2021-02-03,16861.98
2021-02-04,16377.624
2021-02-05,16407.225
2021-02-06,17954.99
2021-02-07,17175.01
2021-02-08,17758.39
2021-02-09,16607.527
2021-02-10,16677.904
2021-02-11,16639.766
2021-02-12,17448.852
2021-02-13,16687.156
2021-02-14,17665.266
2021-02-15,17574.703
2021-02-16,17011.406
2021-02-17,17695.957
2021-02-18,17109.145
2021-02-19,17122.34
2021-02-20,17141.637
2021-02-21,17291.178
2021-02-22,16980.293
2021-02-23,16429.23
2021-02-24,16428.084
2021-02-25,16431.781
2021-02-26,17244.727
2021-02-27,16452.547
2021-02-28,16535.508
2021-03-01,16762.604
2021-03-02,16721.217
2021-03-03,17392.791
2021-03-04,17436.783
2021-03-05,17415.98
2021-03-06,17437.158
2021-03-07,18048.436
2021-03-08,16481.072
2021-03-09,17225.53
2021-03-10,17173.754
2021-03-11,17120.576
2021-03-12,17178.572
2021-03-13,18164.664
2021-03-14,17231.818
2021-03-15,17266.465
2021-03-16,17243.654
2021-03-17,17243.818
2021-03-18,18139.672
2021-03-19,17166.209
2021-03-20,17985.164
2021-03-21,17946.99
2021-03-22,16770.2
2021-03-23,15991.898
2021-03-24,16847.617
2021-03-25,17714.6
2021-03-26,16960.299
2021-03-27,16840.967
2021-03-28,16842.703
2021-03-29,16812.21
2021-03-30,17494.643
